food_id,food_name,category,processing_level,total_ingredients,healthy_ingredients_count,neutral_ingredients_count,unhealthy_ingredients_count,healthy_percentage,neutral_percentage,unhealthy_percentage,affected_health_conditions,overall_recommendation,description
524,CrispyCo Vanilla Instant Noodles Mix,Ready Meals,Ultra-processed,9,2,2,5,22.22,22.22,55.56,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Lactose Intolerance, Obesity or Overweight",Avoid,CrispyCo Vanilla Instant Noodles Mix is a ready meals item with 55.56% of its listed ingredients marked as unhealthy in this expanded dataset.
525,SuperBowl Chilli Lime Pasta Cup Cup,Ready Meals,Ultra-processed,8,1,1,6,12.5,12.5,75.0,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,SuperBowl Chilli Lime Pasta Cup Cup is a ready meals item with 75.0% of its listed ingredients marked as unhealthy in this expanded dataset.
526,QuickTreat Salted Masala Rice Cup Lite,Ready Meals,Ultra-processed,9,2,2,5,22.22,22.22,55.56,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,QuickTreat Salted Masala Rice Cup Lite is a ready meals item with 55.56% of its listed ingredients marked as unhealthy in this expanded dataset.
527,TasteWave Tomato Masala Rice Cup Plus,Ready Meals,Ultra-processed,9,2,2,5,22.22,22.22,55.56,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,TasteWave Tomato Masala Rice Cup Plus is a ready meals item with 55.56% of its listed ingredients marked as unhealthy in this expanded dataset.
528,MealMint Pepper Soup Mix Treat,Ready Meals,Ultra-processed,8,2,1,5,25.0,12.5,62.5,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,MealMint Pepper Soup Mix Treat is a ready meals item with 62.5% of its listed ingredients marked as unhealthy in this expanded dataset.
529,FlavorHub Classic Cup Noodles Classic,Ready Meals,Ultra-processed,9,2,1,6,22.22,11.11,66.67,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Lactose Intolerance, Obesity or Overweight",Avoid,FlavorHub Classic Cup Noodles Classic is a ready meals item with 66.67% of its listed ingredients marked as unhealthy in this expanded dataset.
530,NutriPick Roasted Meal Bowl Max,Ready Meals,Ultra-processed,7,1,1,5,14.29,14.29,71.43,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,NutriPick Roasted Meal Bowl Max is a ready meals item with 71.43% of its listed ingredients marked as unhealthy in this expanded dataset.
531,SnackNest Chocolate Cup Noodles Bites,Ready Meals,Ultra-processed,5,1,1,3,20.0,20.0,60.0,"Diabetes, Heart Disease, High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,SnackNest Chocolate Cup Noodles Bites is a ready meals item with 60.0% of its listed ingredients marked as unhealthy in this expanded dataset.
532,FlavorHub Creamy Cup Noodles Crunch,Ready Meals,Ultra-processed,7,1,1,5,14.29,14.29,71.43,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,FlavorHub Creamy Cup Noodles Crunch is a ready meals item with 71.43% of its listed ingredients marked as unhealthy in this expanded dataset.
533,FunFoods Herb Masala Rice Cup Delight,Ready Meals,Ultra-processed,8,1,1,6,12.5,12.5,75.0,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,FunFoods Herb Masala Rice Cup Delight is a ready meals item with 75.0% of its listed ingredients marked as unhealthy in this expanded dataset.
534,ZestyBowl Masala Pasta Cup Mix,Ready Meals,Ultra-processed,5,0,1,4,0.0,20.0,80.0,"Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,ZestyBowl Masala Pasta Cup Mix is a ready meals item with 80.0% of its listed ingredients marked as unhealthy in this expanded dataset.
535,FoodCraft Herb Pasta Cup Cup,Ready Meals,Ultra-processed,8,1,2,5,12.5,25.0,62.5,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,FoodCraft Herb Pasta Cup Cup is a ready meals item with 62.5% of its listed ingredients marked as unhealthy in this expanded dataset.
536,FunFoods Cheese Pasta Cup Lite,Ready Meals,Ultra-processed,6,1,1,4,16.67,16.67,66.67,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,FunFoods Cheese Pasta Cup Lite is a ready meals item with 66.67% of its listed ingredients marked as unhealthy in this expanded dataset.
537,FreshBite Creamy Soup Mix Plus,Ready Meals,Ultra-processed,8,2,1,5,25.0,12.5,62.5,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,FreshBite Creamy Soup Mix Plus is a ready meals item with 62.5% of its listed ingredients marked as unhealthy in this expanded dataset.
538,HomeCart Tomato Meal Bowl Treat,Ready Meals,Ultra-processed,5,1,0,4,20.0,0.0,80.0,"Children (Hyperactivity), Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,HomeCart Tomato Meal Bowl Treat is a ready meals item with 80.0% of its listed ingredients marked as unhealthy in this expanded dataset.
539,FlavorHub Chilli Lime Meal Bowl Classic,Ready Meals,Ultra-processed,8,2,1,5,25.0,12.5,62.5,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,FlavorHub Chilli Lime Meal Bowl Classic is a ready meals item with 62.5% of its listed ingredients marked as unhealthy in this expanded dataset.
540,HomeCart Tomato Cup Noodles Max,Ready Meals,Ultra-processed,8,2,1,5,25.0,12.5,62.5,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,HomeCart Tomato Cup Noodles Max is a ready meals item with 62.5% of its listed ingredients marked as unhealthy in this expanded dataset.
541,FlavorHub Classic Cup Noodles Bites,Ready Meals,Ultra-processed,5,1,1,3,20.0,20.0,60.0,"Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,FlavorHub Classic Cup Noodles Bites is a ready meals item with 60.0% of its listed ingredients marked as unhealthy in this expanded dataset.
542,LiteLeaf Barbecue Cup Noodles Crunch,Ready Meals,Ultra-processed,8,1,2,5,12.5,25.0,62.5,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,LiteLeaf Barbecue Cup Noodles Crunch is a ready meals item with 62.5% of its listed ingredients marked as unhealthy in this expanded dataset.
543,QuickTreat Butter Meal Bowl Delight,Ready Meals,Ultra-processed,6,1,1,4,16.67,16.67,66.67,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,QuickTreat Butter Meal Bowl Delight is a ready meals item with 66.67% of its listed ingredients marked as unhealthy in this expanded dataset.
544,FlavorHub Caramel Meal Bowl Mix,Ready Meals,Ultra-processed,7,1,1,5,14.29,14.29,71.43,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,FlavorHub Caramel Meal Bowl Mix is a ready meals item with 71.43% of its listed ingredients marked as unhealthy in this expanded dataset.
545,FlavorHub Strawberry Meal Bowl Cup,Ready Meals,Ultra-processed,8,2,1,5,25.0,12.5,62.5,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,FlavorHub Strawberry Meal Bowl Cup is a ready meals item with 62.5% of its listed ingredients marked as unhealthy in this expanded dataset.
546,UrbanMunch Herb Soup Mix Lite,Ready Meals,Ultra-processed,9,1,1,7,11.11,11.11,77.78,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,UrbanMunch Herb Soup Mix Lite is a ready meals item with 77.78% of its listed ingredients marked as unhealthy in this expanded dataset.
547,QuickTreat Chilli Lime Pasta Cup Plus,Ready Meals,Ultra-processed,9,2,1,6,22.22,11.11,66.67,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,QuickTreat Chilli Lime Pasta Cup Plus is a ready meals item with 66.67% of its listed ingredients marked as unhealthy in this expanded dataset.
548,LiteLeaf Chilli Lime Soup Mix Treat,Ready Meals,Ultra-processed,6,0,1,5,0.0,16.67,83.33,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,LiteLeaf Chilli Lime Soup Mix Treat is a ready meals item with 83.33% of its listed ingredients marked as unhealthy in this expanded dataset.
549,HomeCart Chocolate Masala Rice Cup Classic,Ready Meals,Ultra-processed,6,1,1,4,16.67,16.67,66.67,"Children (Hyperactivity), Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,HomeCart Chocolate Masala Rice Cup Classic is a ready meals item with 66.67% of its listed ingredients marked as unhealthy in this expanded dataset.
550,FlavorHub Barbecue Meal Bowl Max,Ready Meals,Ultra-processed,8,1,2,5,12.5,25.0,62.5,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,FlavorHub Barbecue Meal Bowl Max is a ready meals item with 62.5% of its listed ingredients marked as unhealthy in this expanded dataset.
551,UrbanMunch Vanilla Soup Mix Bites,Ready Meals,Ultra-processed,7,1,1,5,14.29,14.29,71.43,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,UrbanMunch Vanilla Soup Mix Bites is a ready meals item with 71.43% of its listed ingredients marked as unhealthy in this expanded dataset.
552,FunFoods Herb Soup Mix Crunch,Ready Meals,Ultra-processed,6,1,1,4,16.67,16.67,66.67,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,FunFoods Herb Soup Mix Crunch is a ready meals item with 66.67% of its listed ingredients marked as unhealthy in this expanded dataset.
553,YumBasket Salted Meal Bowl Delight,Ready Meals,Ultra-processed,8,1,1,6,12.5,12.5,75.0,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,YumBasket Salted Meal Bowl Delight is a ready meals item with 75.0% of its listed ingredients marked as unhealthy in this expanded dataset.
554,FunFoods Caramel Soup Mix Mix,Ready Meals,Ultra-processed,9,2,2,5,22.22,22.22,55.56,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,FunFoods Caramel Soup Mix Mix is a ready meals item with 55.56% of its listed ingredients marked as unhealthy in this expanded dataset.
555,CrispyCo Mango Instant Noodles Cup,Ready Meals,Ultra-processed,9,2,2,5,22.22,22.22,55.56,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,CrispyCo Mango Instant Noodles Cup is a ready meals item with 55.56% of its listed ingredients marked as unhealthy in this expanded dataset.
556,UrbanMunch Pepper Soup Mix Lite,Ready Meals,Ultra-processed,6,1,1,4,16.67,16.67,66.67,"Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,UrbanMunch Pepper Soup Mix Lite is a ready meals item with 66.67% of its listed ingredients marked as unhealthy in this expanded dataset.
557,GoldenSpoon Spicy Cup Noodles Plus,Ready Meals,Ultra-processed,6,1,1,4,16.67,16.67,66.67,"Children (Hyperactivity), Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,GoldenSpoon Spicy Cup Noodles Plus is a ready meals item with 66.67% of its listed ingredients marked as unhealthy in this expanded dataset.
558,YumBasket Mango Cup Noodles Treat,Ready Meals,Ultra-processed,7,1,1,5,14.29,14.29,71.43,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,YumBasket Mango Cup Noodles Treat is a ready meals item with 71.43% of its listed ingredients marked as unhealthy in this expanded dataset.
559,HomeCart Herb Pasta Cup Classic,Ready Meals,Ultra-processed,5,1,1,3,20.0,20.0,60.0,"Children (Hyperactivity), Heart Disease, High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,HomeCart Herb Pasta Cup Classic is a ready meals item with 60.0% of its listed ingredients marked as unhealthy in this expanded dataset.
560,PureSip Spicy Instant Noodles Max,Ready Meals,Ultra-processed,5,0,1,4,0.0,20.0,80.0,"Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,PureSip Spicy Instant Noodles Max is a ready meals item with 80.0% of its listed ingredients marked as unhealthy in this expanded dataset.
561,MunchMate Vanilla Soup Mix Bites,Ready Meals,Ultra-processed,8,2,1,5,25.0,12.5,62.5,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,MunchMate Vanilla Soup Mix Bites is a ready meals item with 62.5% of its listed ingredients marked as unhealthy in this expanded dataset.
562,PureSip Butter Masala Rice Cup Crunch,Ready Meals,Ultra-processed,6,0,1,5,0.0,16.67,83.33,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,PureSip Butter Masala Rice Cup Crunch is a ready meals item with 83.33% of its listed ingredients marked as unhealthy in this expanded dataset.
563,LiteLeaf Strawberry Meal Bowl Delight,Ready Meals,Ultra-processed,6,1,1,4,16.67,16.67,66.67,"Children (Hyperactivity), Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,LiteLeaf Strawberry Meal Bowl Delight is a ready meals item with 66.67% of its listed ingredients marked as unhealthy in this expanded dataset.
564,FreshBite Salted Instant Noodles Mix,Ready Meals,Ultra-processed,5,1,1,3,20.0,20.0,60.0,"Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,FreshBite Salted Instant Noodles Mix is a ready meals item with 60.0% of its listed ingredients marked as unhealthy in this expanded dataset.
565,LiteLeaf Mixed Fruit Cup Noodles Cup,Ready Meals,Ultra-processed,9,2,1,6,22.22,11.11,66.67,"Caffeine Sensitivity, Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,LiteLeaf Mixed Fruit Cup Noodles Cup is a ready meals item with 66.67% of its listed ingredients marked as unhealthy in this expanded dataset.
566,DailyCrave Creamy Instant Noodles Lite,Ready Meals,Ultra-processed,7,1,1,5,14.29,14.29,71.43,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,DailyCrave Creamy Instant Noodles Lite is a ready meals item with 71.43% of its listed ingredients marked as unhealthy in this expanded dataset.
567,PrimePantry Mixed Fruit Cup Noodles Plus,Ready Meals,Ultra-processed,8,2,1,5,25.0,12.5,62.5,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,PrimePantry Mixed Fruit Cup Noodles Plus is a ready meals item with 62.5% of its listed ingredients marked as unhealthy in this expanded dataset.
568,DailyCrave Roasted Instant Noodles Treat,Ready Meals,Ultra-processed,8,2,1,5,25.0,12.5,62.5,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,DailyCrave Roasted Instant Noodles Treat is a ready meals item with 62.5% of its listed ingredients marked as unhealthy in this expanded dataset.
569,TasteWave Spicy Pasta Cup Classic,Ready Meals,Ultra-processed,7,1,1,5,14.29,14.29,71.43,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Obesity or Overweight",Avoid,TasteWave Spicy Pasta Cup Classic is a ready meals item with 71.43% of its listed ingredients marked as unhealthy in this expanded dataset.
